wiki_111588	contemporary	2000	2000	2009	wiki
wiki_128114	contemporary	2000	2000	2009	wiki
wiki_128124	contemporary	2000	2000	2009	wiki
wiki_132233	contemporary	2000	2000	2009	wiki
wiki_137144	contemporary	2000	2000	2009	wiki
wiki_138099	contemporary	2000	2010	2010	wiki
wiki_142256	contemporary	2000	2010	2010	wiki
wiki_142723	contemporary	2000	2010	2010	wiki
wiki_145105	contemporary	2000	2010	2010	wiki
wiki_145115	contemporary	2000	2010	2010	wiki
wiki_146660	contemporary	2000	2010	2010	wiki
wiki_149115	contemporary	2000	2010	2010	wiki
wiki_150044	contemporary	2000	2010	2010	wiki
wiki_152697	contemporary	2000	2010	2010	wiki
wiki_156152	contemporary	2000	2010	2010	wiki
wiki_158731	contemporary	2000	2010	2010	wiki
wiki_159803	contemporary	2000	2010	2010	wiki
wiki_160263	contemporary	2000	2010	2010	wiki
wiki_166929	contemporary	2000	2010	2010	wiki
wiki_167576	contemporary	2000	2010	2010	wiki
wiki_168000	contemporary	2000	2010	2010	wiki
wiki_168005	contemporary	2000	2010	2010	wiki
wiki_168124	contemporary	2000	2010	2010	wiki
wiki_168130	contemporary	2000	2010	2010	wiki
wiki_168430	contemporary	2000	2010	2010	wiki
wiki_168443	contemporary	2000	2010	2010	wiki
wiki_168507	contemporary	2000	2010	2010	wiki
wiki_168675	contemporary	2000	2010	2010	wiki
wiki_168676	contemporary	2000	2010	2010	wiki
wiki_168679	contemporary	2000	2010	2010	wiki
wiki_168681	contemporary	2000	2010	2010	wiki
wiki_168697	contemporary	2000	2010	2010	wiki
wiki_168716	contemporary	2000	2010	2010	wiki
wiki_168858	contemporary	2000	2010	2010	wiki
wiki_168861	contemporary	2000	2010	2010	wiki
wiki_169004	contemporary	2000	2010	2010	wiki
wiki_169010	contemporary	2000	2010	2010	wiki
wiki_169027	contemporary	2000	2010	2010	wiki
wiki_169075	contemporary	2000	2010	2010	wiki
wiki_170094	contemporary	2000	2010	2010	wiki
wiki_171769	contemporary	2000	2010	2010	wiki
wiki_173123	contemporary	2000	2010	2010	wiki
wiki_174824	contemporary	2000	2010	2010	wiki
wiki_174828	contemporary	2000	2010	2010	wiki
wiki_175446	contemporary	2000	2010	2010	wiki
wiki_176529	contemporary	2000	2010	2010	wiki
wiki_177501	contemporary	2000	2010	2010	wiki
wiki_179043	contemporary	2000	2010	2011	wiki
wiki_184508	contemporary	2000	2010	2011	wiki
wiki_185607	contemporary	2000	2010	2011	wiki
wiki_186231	contemporary	2000	2010	2011	wiki
wiki_186241	contemporary	2000	2010	2011	wiki
wiki_186270	contemporary	2000	2010	2011	wiki
wiki_186276	contemporary	2000	2010	2011	wiki
wiki_186326	contemporary	2000	2010	2011	wiki
wiki_186328	contemporary	2000	2010	2011	wiki
wiki_186361	contemporary	2000	2010	2011	wiki
wiki_186389	contemporary	2000	2010	2011	wiki
wiki_186524	contemporary	2000	2010	2011	wiki
wiki_186764	contemporary	2000	2010	2011	wiki
wiki_186790	contemporary	2000	2010	2011	wiki
wiki_186816	contemporary	2000	2010	2011	wiki
wiki_186837	contemporary	2000	2010	2011	wiki
wiki_186869	contemporary	2000	2010	2011	wiki
wiki_186925	contemporary	2000	2010	2011	wiki
wiki_186931	contemporary	2000	2010	2011	wiki
wiki_187056	contemporary	2000	2010	2011	wiki
wiki_187302	contemporary	2000	2010	2011	wiki
wiki_187393	contemporary	2000	2010	2011	wiki
